Time,Code,Name,Source
09:00:02,131970,두산테스나,RealTime
09:00:04,322000,HD현대에너지솔루션,RealTime
09:00:04,417200,LS머트리얼즈,RealTime
09:00:06,033160,엠케이전자,RealTime
09:00:11,089970,브이엠,RealTime
09:00:14,402490,그린리소스,RealTime
09:00:14,042370,비츠로테크,RealTime
09:00:14,338840,와이바이오로직스,RealTime
09:00:15,010060,OCI홀딩스,RealTime
09:00:16,047040,대우건설,RealTime
09:00:18,044490,태웅,RealTime
09:00:19,091580,상신이디피,RealTime
09:00:21,000390,삼화페인트,RealTime
09:00:21,393890,더블유씨피,RealTime
09:00:25,078070,유비쿼스홀딩스,RealTime
09:00:26,039200,오스코텍,RealTime
09:00:27,456040,OCI,RealTime
09:00:28,001820,삼화콘덴서,RealTime
09:00:31,403870,HPSP,RealTime
09:00:31,353200,대덕전자,RealTime
09:00:32,336260,두산퓨얼셀,RealTime
09:00:34,425040,티이엠씨,RealTime
09:00:37,032820,우리기술,RealTime
09:00:37,035510,신세계 I&C,RealTime
09:00:39,226590,엠디바이스,RealTime
09:00:40,098070,한텍,RealTime
09:00:45,095340,ISC,RealTime
09:00:46,319660,피에스케이,RealTime
09:00:49,141080,리가켐바이오,RealTime
09:00:49,389020,자람테크놀로지,RealTime
12:34:55,032820,우리기술,RealTime
12:34:55,035510,신세계 I&C,RealTime
12:34:55,047040,대우건설,RealTime
12:35:02,000720,현대건설,RealTime
12:35:02,006400,삼성SDI,RealTime
12:35:05,034020,두산에너빌리티,RealTime
12:35:05,319660,피에스케이,RealTime
12:35:06,033160,엠케이전자,RealTime
12:35:06,353200,대덕전자,RealTime
12:35:08,403870,HPSP,RealTime
12:35:10,000390,삼화페인트,RealTime
12:35:12,078070,유비쿼스홀딩스,RealTime
12:35:13,217590,티엠씨,RealTime
12:35:15,402490,그린리소스,RealTime
12:35:17,001820,삼화콘덴서,RealTime
12:35:18,010060,OCI홀딩스,RealTime
12:35:19,047050,포스코인터내셔널,RealTime
12:35:21,393890,더블유씨피,RealTime
12:35:21,425040,티이엠씨,RealTime
12:35:24,078600,대주전자재료,RealTime
12:35:24,141080,리가켐바이오,RealTime
12:35:26,131970,두산테스나,RealTime
12:35:26,336260,두산퓨얼셀,RealTime
12:35:26,226590,엠디바이스,RealTime
12:35:27,322000,HD현대에너지솔루션,RealTime
12:35:27,456040,OCI,RealTime
12:35:28,278470,에이피알,RealTime
12:35:29,417200,LS머트리얼즈,RealTime
12:35:30,042370,비츠로테크,RealTime
12:35:32,089970,브이엠,RealTime
12:35:33,039200,오스코텍,RealTime
12:35:34,389020,자람테크놀로지,RealTime
12:35:35,338840,와이바이오로직스,RealTime
