Time,Code,Name,Source
11:39:10,051980,중앙첨단소재,RealTime
11:39:11,012450,한화에어로스페이스,RealTime
11:39:13,086390,유니테스트,RealTime
11:39:15,347850,디앤디파마텍,RealTime
11:39:16,033640,네패스,RealTime
11:39:18,123860,아나패스,RealTime
11:39:18,322000,HD현대에너지솔루션,RealTime
11:39:18,078070,유비쿼스홀딩스,RealTime
11:41:06,082640,동양생명,RealTime
11:41:51,066310,큐에스아이,RealTime
11:41:56,095340,ISC,RealTime
11:51:59,475150,SK이터닉스,RealTime
11:58:54,023160,태광,RealTime
11:59:22,054620,APS,RealTime
12:16:56,050890,쏠리드,RealTime
12:17:00,347850,디앤디파마텍,RealTime
12:17:04,000250,삼천당제약,RealTime
12:17:04,141080,리가켐바이오,RealTime
12:17:04,012450,한화에어로스페이스,RealTime
12:17:04,234690,녹십자웰빙,RealTime
12:17:06,079550,LIG디펜스앤에어로스페이스,RealTime
12:17:08,052690,한전기술,RealTime
12:17:09,068270,셀트리온,RealTime
12:17:10,322000,HD현대에너지솔루션,RealTime
12:17:12,006400,삼성SDI,RealTime
12:17:14,042370,비츠로테크,RealTime
12:17:17,066570,LG전자,RealTime
12:17:18,023160,태광,RealTime
12:17:54,036010,아비코전자,RealTime
12:19:27,082640,동양생명,RealTime
12:20:32,475150,SK이터닉스,RealTime
12:28:13,007810,코리아써키트,RealTime
12:28:13,066970,엘앤에프,RealTime
12:28:13,100790,미래에셋벤처투자,RealTime
12:28:13,450080,에코프로머티,RealTime
12:28:20,010170,대한광통신,RealTime
12:28:20,050890,쏠리드,RealTime
12:28:20,092600,앤씨앤,RealTime
12:28:20,322000,HD현대에너지솔루션,RealTime
12:28:20,034020,두산에너빌리티,RealTime
12:28:21,069540,빛과전자,RealTime
12:28:23,079550,LIG디펜스앤에어로스페이스,RealTime
12:28:27,347850,디앤디파마텍,RealTime
12:28:27,008060,대덕,RealTime
12:28:30,000660,SK하이닉스,RealTime
12:28:30,222800,심텍,RealTime
12:28:32,141080,리가켐바이오,RealTime
12:28:33,247540,에코프로비엠,RealTime
12:28:35,067310,하나마이크론,RealTime
12:28:38,263750,펄어비스,RealTime
12:28:40,042370,비츠로테크,RealTime
12:28:40,052690,한전기술,RealTime
12:28:41,051980,중앙첨단소재,RealTime
12:28:43,012450,한화에어로스페이스,RealTime
12:28:44,006400,삼성SDI,RealTime
12:28:45,011070,LG이노텍,RealTime
12:28:47,077360,덕산하이메탈,RealTime
12:28:49,000250,삼천당제약,RealTime
12:28:49,032500,케이엠더블유,RealTime
12:28:50,298040,효성중공업,RealTime
12:28:50,068270,셀트리온,RealTime
12:28:51,066570,LG전자,RealTime
12:28:53,033640,네패스,RealTime
12:28:54,039030,이오테크닉스,RealTime
12:29:22,375500,DL이앤씨,RealTime
12:29:53,082640,동양생명,RealTime
12:34:57,033160,엠케이전자,RealTime
12:36:37,023160,태광,RealTime
12:39:36,178920,PI첨단소재,RealTime
13:03:24,027360,아주IB투자,RealTime
13:07:38,095340,ISC,RealTime
13:13:48,051980,중앙첨단소재,RealTime
13:13:50,012450,한화에어로스페이스,RealTime
13:13:51,347850,디앤디파마텍,RealTime
13:13:58,050890,쏠리드,RealTime
13:13:58,000250,삼천당제약,RealTime
13:13:58,068270,셀트리온,RealTime
13:13:58,078350,한양디지텍,RealTime
13:14:01,141080,리가켐바이오,RealTime
13:14:01,011070,LG이노텍,RealTime
13:14:03,067310,하나마이크론,RealTime
13:14:04,010170,대한광통신,RealTime
13:14:10,008060,대덕,RealTime
13:14:10,069540,빛과전자,RealTime
13:14:10,052690,한전기술,RealTime
13:14:13,007810,코리아써키트,RealTime
13:14:13,010820,퍼스텍,RealTime
13:14:15,039030,이오테크닉스,RealTime
13:14:15,032500,케이엠더블유,RealTime
13:14:15,042660,한화오션,RealTime
13:14:15,322000,HD현대에너지솔루션,RealTime
13:14:18,092600,앤씨앤,RealTime
13:14:20,066570,LG전자,RealTime
13:14:21,095340,ISC,RealTime
13:14:22,006400,삼성SDI,RealTime
13:14:22,078070,유비쿼스홀딩스,RealTime
13:14:23,054210,이랜텍,RealTime
13:14:37,000660,SK하이닉스,RealTime
13:14:40,100790,미래에셋벤처투자,RealTime
13:14:41,034020,두산에너빌리티,RealTime
13:14:42,263750,펄어비스,RealTime
13:14:43,298040,효성중공업,RealTime
13:14:44,066970,엘앤에프,RealTime
13:14:44,222800,심텍,RealTime
13:14:45,450080,에코프로머티,RealTime
13:14:47,247540,에코프로비엠,RealTime
13:15:00,039560,다산네트웍스,RealTime
