Time,Code,Name,Source
12:27:54,090350,노루페인트,RealTime
12:28:02,089980,상아프론테크,RealTime
12:28:16,394280,오픈엣지테크놀로지,RealTime
12:32:33,338840,와이바이오로직스,RealTime
12:33:29,009420,한올바이오파마,RealTime
12:43:50,068270,셀트리온,RealTime
12:43:55,006400,삼성SDI,RealTime
12:51:09,453450,그리드위즈,RealTime
12:56:12,375500,DL이앤씨,RealTime
13:32:27,006400,삼성SDI,RealTime
13:32:30,226950,올릭스,RealTime
13:32:31,042660,한화오션,RealTime
13:32:32,068270,셀트리온,RealTime
13:32:34,000250,삼천당제약,RealTime
13:32:35,0009K0,에임드바이오,RealTime
13:32:36,078600,대주전자재료,RealTime
13:32:37,322000,HD현대에너지솔루션,RealTime
13:32:38,141080,리가켐바이오,RealTime
13:32:39,082920,비츠로셀,RealTime
13:32:41,042370,비츠로테크,RealTime
13:32:41,264450,유비쿼스,RealTime
13:32:43,079550,LIG디펜스앤에어로스페이스,RealTime
13:32:43,491000,리브스메드,RealTime
13:32:45,393890,더블유씨피,RealTime
13:32:45,456160,지투지바이오,RealTime
13:32:47,347850,디앤디파마텍,RealTime
13:32:47,053690,한미글로벌,RealTime
13:32:49,439260,대한조선,RealTime
13:32:51,425040,티이엠씨,RealTime
13:32:52,106190,하이텍팜,RealTime
13:33:07,089980,상아프론테크,RealTime
13:33:48,453450,그리드위즈,RealTime
13:34:16,009420,한올바이오파마,RealTime
13:35:19,375500,DL이앤씨,RealTime
13:45:07,456160,지투지바이오,RealTime
13:45:09,078600,대주전자재료,RealTime
13:45:09,226950,올릭스,RealTime
13:45:09,322000,HD현대에너지솔루션,RealTime
13:45:10,053690,한미글로벌,RealTime
13:45:10,141080,리가켐바이오,RealTime
13:45:12,347850,디앤디파마텍,RealTime
13:45:13,082920,비츠로셀,RealTime
13:45:14,491000,리브스메드,RealTime
13:45:15,068270,셀트리온,RealTime
13:45:16,042370,비츠로테크,RealTime
13:45:18,000250,삼천당제약,RealTime
13:45:18,393890,더블유씨피,RealTime
13:45:18,264450,유비쿼스,RealTime
13:45:20,042660,한화오션,RealTime
13:45:21,079550,LIG디펜스앤에어로스페이스,RealTime
13:45:22,0009K0,에임드바이오,RealTime
13:45:24,425040,티이엠씨,RealTime
13:45:25,089980,상아프론테크,RealTime
13:46:50,375500,DL이앤씨,RealTime
13:48:50,106190,하이텍팜,RealTime
13:49:50,078520,에이블씨엔씨,RealTime
13:52:27,453450,그리드위즈,RealTime
14:12:27,079550,LIG디펜스앤에어로스페이스,RealTime
14:12:31,047050,포스코인터내셔널,RealTime
14:12:32,141080,리가켐바이오,RealTime
14:12:33,226950,올릭스,RealTime
14:12:33,456160,지투지바이오,RealTime
14:12:34,078600,대주전자재료,RealTime
14:12:35,000250,삼천당제약,RealTime
14:12:36,347850,디앤디파마텍,RealTime
14:12:37,042660,한화오션,RealTime
14:12:38,393890,더블유씨피,RealTime
14:12:39,082920,비츠로셀,RealTime
14:12:40,376900,로킷헬스케어,RealTime
14:12:44,322000,HD현대에너지솔루션,RealTime
14:12:45,053690,한미글로벌,RealTime
14:12:47,491000,리브스메드,RealTime
14:12:48,042370,비츠로테크,RealTime
14:12:49,425040,티이엠씨,RealTime
14:12:51,0009K0,에임드바이오,RealTime
14:12:51,264450,유비쿼스,RealTime
14:12:52,089980,상아프론테크,RealTime
14:13:03,106190,하이텍팜,RealTime
14:24:28,394280,오픈엣지테크놀로지,RealTime
14:26:54,453450,그리드위즈,RealTime
14:29:18,078520,에이블씨엔씨,RealTime
14:34:39,082920,비츠로셀,RealTime
14:34:41,264450,유비쿼스,RealTime
14:34:44,079550,LIG디펜스앤에어로스페이스,RealTime
14:34:48,000250,삼천당제약,RealTime
14:34:48,042660,한화오션,RealTime
14:34:50,141080,리가켐바이오,RealTime
14:34:50,393890,더블유씨피,RealTime
14:34:52,376900,로킷헬스케어,RealTime
14:34:54,226950,올릭스,RealTime
14:34:55,078600,대주전자재료,RealTime
14:34:57,047050,포스코인터내셔널,RealTime
14:34:57,322000,HD현대에너지솔루션,RealTime
14:34:58,491000,리브스메드,RealTime
14:34:59,042370,비츠로테크,RealTime
14:34:59,053690,한미글로벌,RealTime
14:35:00,425040,티이엠씨,RealTime
14:35:01,089980,상아프론테크,RealTime
14:35:02,0009K0,에임드바이오,RealTime
14:35:03,106190,하이텍팜,RealTime
14:35:40,453450,그리드위즈,RealTime
14:43:56,078520,에이블씨엔씨,RealTime
