Time,Code,Name,Source
08:37:52,047040,대우건설,RealTime
08:37:55,376900,로킷헬스케어,RealTime
09:00:13,050890,쏠리드,RealTime
09:00:19,027360,아주IB투자,RealTime
09:01:02,138080,오이솔루션,RealTime
09:01:58,010170,대한광통신,RealTime
09:03:17,006360,GS건설,RealTime
09:03:22,066970,엘앤에프,RealTime
09:03:28,375500,DL이앤씨,RealTime
09:05:05,230240,에치에프알,RealTime
09:05:42,056360,코위버,RealTime
09:06:00,052710,아모텍,RealTime
09:08:17,086450,동국제약,RealTime
09:09:16,033790,피노,RealTime
09:10:52,450080,에코프로머티,RealTime
09:10:55,042600,새로닉스,RealTime
09:11:16,033160,엠케이전자,RealTime
09:15:15,243840,신흥에스이씨,RealTime
09:17:56,282720,금양그린파워,RealTime
09:19:02,112610,씨에스윈드,RealTime
09:49:27,078070,유비쿼스홀딩스,RealTime
09:49:27,047040,대우건설,RealTime
09:49:27,138080,오이솔루션,RealTime
09:49:28,376900,로킷헬스케어,RealTime
09:49:30,050890,쏠리드,RealTime
09:49:30,131970,두산테스나,RealTime
09:49:30,375500,DL이앤씨,RealTime
09:49:32,010060,OCI홀딩스,RealTime
09:49:36,033160,엠케이전자,RealTime
09:49:36,230240,에치에프알,RealTime
09:49:36,282720,금양그린파워,RealTime
09:54:07,064290,인텍플러스,RealTime
09:59:11,243840,신흥에스이씨,RealTime
10:00:30,123330,제닉,RealTime
10:14:34,368770,파이버프로,RealTime
10:18:58,027360,아주IB투자,RealTime
10:23:37,006360,GS건설,RealTime
10:26:06,066970,엘앤에프,RealTime
10:26:10,037460,삼지전자,RealTime
10:29:45,010170,대한광통신,RealTime
10:32:09,450080,에코프로머티,RealTime
11:06:10,084990,헬릭스미스,RealTime
11:20:45,014970,삼륭물산,RealTime
11:27:43,056360,코위버,RealTime
12:35:49,138080,오이솔루션,RealTime
12:35:49,050890,쏠리드,RealTime
12:35:49,033160,엠케이전자,RealTime
12:35:53,375500,DL이앤씨,RealTime
12:35:53,230240,에치에프알,RealTime
12:35:56,376900,로킷헬스케어,RealTime
12:36:46,078070,유비쿼스홀딩스,RealTime
12:37:40,084990,헬릭스미스,RealTime
12:38:16,056360,코위버,RealTime
12:39:22,066970,엘앤에프,RealTime
12:40:10,010170,대한광통신,RealTime
