Time,Code,Name,Source
08:30:03,322000,HD현대에너지솔루션,RealTime
08:30:25,264450,유비쿼스,RealTime
08:36:46,006400,삼성SDI,RealTime
09:00:03,000390,삼화페인트,RealTime
09:00:20,131970,두산테스나,RealTime
09:00:29,095340,ISC,RealTime
09:00:30,068270,셀트리온,RealTime
09:00:39,178920,PI첨단소재,RealTime
09:00:39,251370,와이엠티,RealTime
09:00:58,226950,올릭스,RealTime
09:01:09,033790,피노,RealTime
09:01:52,100090,SK오션플랜트,RealTime
09:03:33,050890,쏠리드,RealTime
09:04:46,475150,SK이터닉스,RealTime
09:06:15,230240,에치에프알,RealTime
09:07:25,082920,비츠로셀,RealTime
09:13:07,393890,더블유씨피,RealTime
09:15:45,084990,헬릭스미스,RealTime
09:33:35,321550,티움바이오,RealTime
09:42:04,078070,유비쿼스홀딩스,RealTime
10:05:15,064290,인텍플러스,RealTime
10:18:44,475580,에이럭스,RealTime
10:19:09,123330,제닉,RealTime
10:19:52,278470,에이피알,RealTime
10:43:28,112610,씨에스윈드,RealTime
10:43:58,234690,녹십자웰빙,RealTime
14:25:24,491000,리브스메드,RealTime
15:14:58,243840,신흥에스이씨,RealTime
