Time,Code,Name,Source
09:00:05,226950,올릭스,RealTime
09:00:06,078600,대주전자재료,RealTime
09:00:09,089980,상아프론테크,RealTime
09:00:11,393890,더블유씨피,RealTime
09:00:12,079550,LIG디펜스앤에어로스페이스,RealTime
09:00:14,0009K0,에임드바이오,RealTime
09:00:15,042370,비츠로테크,RealTime
09:00:18,042660,한화오션,RealTime
09:00:20,425040,티이엠씨,RealTime
09:00:22,376900,로킷헬스케어,RealTime
09:00:23,264450,유비쿼스,RealTime
09:00:24,322000,HD현대에너지솔루션,RealTime
09:00:25,141080,리가켐바이오,RealTime
09:00:30,047050,포스코인터내셔널,RealTime
09:00:33,000250,삼천당제약,RealTime
09:00:34,053690,한미글로벌,RealTime
09:00:38,082920,비츠로셀,RealTime
09:00:39,106190,하이텍팜,RealTime
09:00:40,003000,부광약품,RealTime
09:01:43,375500,DL이앤씨,RealTime
09:02:09,178920,PI첨단소재,RealTime
09:03:31,006890,태경케미컬,RealTime
09:05:29,475150,SK이터닉스,RealTime
09:11:18,078070,유비쿼스홀딩스,RealTime
09:17:12,123330,제닉,RealTime
09:31:30,321550,티움바이오,RealTime
09:43:46,129920,대성하이텍,RealTime
09:51:08,115440,우리넷,RealTime
10:48:12,251370,와이엠티,RealTime
11:18:51,066970,엘앤에프,RealTime
12:36:19,131970,두산테스나,RealTime
12:36:19,000390,삼화페인트,RealTime
12:36:20,322000,HD현대에너지솔루션,RealTime
12:36:21,068270,셀트리온,RealTime
12:36:21,264450,유비쿼스,RealTime
12:36:23,078600,대주전자재료,RealTime
12:36:26,178920,PI첨단소재,RealTime
12:41:27,375500,DL이앤씨,RealTime
12:55:28,453450,그리드위즈,RealTime
12:56:52,078350,한양디지텍,RealTime
13:19:28,006890,태경케미컬,RealTime
13:23:02,066970,엘앤에프,RealTime
14:29:29,143240,사람인,RealTime
